vehicle_id,Curb_Weight,Price_USD,year
942,1620.418391,22296.37931,2010
943,1615.892393,22613.2,2010
944,1547.697836,21177,2010
945,1530.777395,24411.63512,2010
946,1586.258945,25662.64781,2010
947,1558.909809,23200,2010
948,1617.935314,24600,2010
950,1585.906553,23299,2010
951,1613.537588,24949,2010
952,1762.784934,27558.92857,2010
953,1755.131584,25656.07143,2010
954,1751.487933,23965,2010
955,1750.487314,24455,2010
957,1901.446023,28435,2010
958,1803.009065,26435,2010
959,1900.826023,28435,2010
960,2039.661557,31615,2010
961,2110.903821,35075.6308,2010
962,2014.901736,34860,2010
963,2143.830761,30790,2010
964,2090.492252,37180,2010
965,1983.776954,28700,2010
966,2125.778246,37870,2010
967,2066.0515,31020,2010
968,1711.575664,25341.33333,2010
969,1674.257649,23750,2010
970,1711.210664,24383.33333,2010
971,1664.806815,23023.33333,2010
972,1674.182649,24580,2010
973,1720.222493,25980,2010
974,2151.329101,39953.33333,2010
975,1974.284504,31355,2010
976,2052.677905,34792.5,2010
977,1802.259636,35221.98413,2010
978,1740.078655,33297.94677,2010
979,1807.191303,35822.36686,2010
980,1830.191611,34395,2010
981,2064.148287,29819.75309,2010
982,1975.663669,25258.15739,2010
983,1926.121223,23010.86262,2010
984,1792.003757,24695,2010
985,1761.059592,30140,2010
986,1791.065622,32135,2010
987,1825.199814,31415,2010
988,1761.528678,29420,2010
989,1692.470139,24935,2010
990,1618.560913,25700.43478,2010
991,1725.966819,27097.35135,2010
992,1614.970914,22900,2010
993,1550.690349,20580,2010
994,1803.74975,37110,2010
995,1739.738505,28203.742,2010
996,1745.771052,20925,2010
1001,2189.033417,21897.35139,2010
1003,1736.651805,26645,2010
1004,1724.452093,26275,2010
1005,1827.77907,27725,2010
1006,1774.569232,25795,2010
1008,1514.998347,24130.06445,2010
1009,2266.875781,29612.5,2010
1010,2786.782019,40060,2010
1013,1379.445135,18060,2010
1014,1368.201782,19630,2010
1028,1348.495168,18600,2010
1033,1513.56952,20275,2010
1039,1630,40600,2010
1040,1630,41975,2010
1044,1626,32245,2010
1051,1618,24720,2010
1052,1618,22470,2010
1059,1555.707669,27995,2010
1068,1609,29140,2010
1072,1601,35290,2010
1073,1600,32900,2010
1074,1600,33600,2010
1077,1599,24365,2010
1088,1487.186504,28700,2010
1089,1496.50999,28700,2010
1090,1522.872075,25590,2010
1092,1588.23956,29690,2010
1093,1725.431487,34850,2010
1094,1617.038346,32790,2010
1097,1638.427062,28791.80365,2010
1100,1675.937789,33550,2010
1101,1812.231616,39835.58824,2010
1102,1896.649769,41653.46154,2010
1103,1813.054013,39830,2010
1104,1918.004301,46632.74194,2010
1105,1836.955178,44739.07407,2010
1106,1846.767864,37950,2010
1107,1866.569457,42800,2010
1109,2348.591153,33810,2010
1112,2576.65366,46750,2010
1113,2164.511192,45345,2010
1114,2621.546586,51745,2010
1115,2547.699119,48745,2010
1116,2513.416341,37824.28571,2010
1117,2572.372899,34870,2010
1118,2174.107214,56500,2010
1119,2176.962214,55500,2010
1120,2241.648727,31825,2010
1121,2313.1443,35355,2010
1122,2566.357468,77675,2010
1123,2535.480238,74285,2010
1124,2165.225713,34302.22222,2010
1125,2126.730429,31733.33333,2010
1126,2245.81179,31090,2010
1127,2318.37889,33740,2010
1128,2568.420683,68340,2010
1129,2553.055166,43010.2649,2010
1130,2479.218949,45840,2010
1131,2598.519163,48640,2010
1132,2858.832384,47060,2010
1133,2475.478299,58375,2010
1134,2728.289457,48960,2010
1135,2080.844388,43716.15546,2010
1136,2075.262638,46910.26066,2010
1137,2672.885827,41960,2010
1138,2177.167644,47500,2010
1139,2302.2077,45700,2010
1140,2134.777528,48200,2010
1141,2137.648838,47100,2010
1142,1833.808259,37700,2010
1143,1887.62335,39100,2010
1144,1870.124054,35100,2010
1145,1947.937204,36600,2010
1146,1981.920811,39300,2010
1147,2302.678052,39300,2010
1148,2363.841321,42800,2010
1149,2286.977928,43500,2010
1150,2317.64066,44783.01887,2010
1151,2327.180562,46900,2010
1152,2487.560346,88200,2010
1153,2341.332984,37705,2010
1154,2326.126441,36965,2010
1155,2367.166492,56765,2010
1156,2361.889087,51970,2010
1157,2358.912487,48710.42553,2010
1158,2098.061329,52702.13376,2010
1159,2383.33202,39416.90476,2010
1160,2349.844434,48300.71429,2010
1161,2382.817968,42519.1,2010
1162,2635.829886,93325,2010
1163,2376.158459,66200,2010
1164,2409.185538,50135,2010
1165,2574.095142,53130,2010
1166,2267.242319,43325,2010
1167,2378.94187,98700,2010
1168,2378.212108,93700,2010
1169,2466.103996,111900,2010
1170,2551.92789,122700,2010
1171,1640,34250,2010
1172,2398.085809,89000,2010
1177,1635,35150,2010
1178,1635,36525,2010
1182,1635,31850,2010
1183,2200.861746,49105,2010
1184,2100.777369,59000,2010
1185,2559.540173,71825,2010
1186,2246.654339,60000,2010
1187,2157.517386,39023.33333,2010
1188,2182.499782,39950,2010
1189,2264.874662,38298.75,2010
1190,2327.938483,41411.66667,2010
1191,2392.022674,60950,2010
1192,2445.121283,60950,2010
1193,2195.154216,33120,2010
1194,2315.757191,35535,2010
1195,2249.651107,33120,2010
1196,2377.16773,38105,2010
1197,1632,35075,2010
1198,2302.219862,38155,2010
1199,2376.878393,56200,2010
1200,2245.113023,41542.5,2010
1201,2337.979568,44660.42553,2010
1202,2564.624351,51710,2010
1203,2662.48678,54555,2010
1204,2370.519786,36375,2010
1205,2386.57398,38955,2010
1206,2328.516929,37882.14286,2010
1207,2483.342198,82850,2010
1208,2562.086819,104000,2010
1209,2397.852834,59220,2010
1210,1583.122868,24400,2010
1211,1511.315325,22650,2010
1212,1510.129347,21645,2010
1213,1582.047355,21749,2010
1214,1480.967316,21499,2010
1215,1580.261521,24375.47059,2010
1218,1588.624153,31000,2010
1219,1500.052999,29380,2010
1220,1513.247904,24520,2010
1222,1691,25140,2010
1223,1690,57800,2010
1224,1690,56150,2010
1225,1690,59600,2010
1231,1509.148565,21405,2010
1232,1512.074156,23535,2010
1233,1509.148565,22178.59375,2010
1234,1437.527372,20717.67954,2010
1236,1432.780745,19900,2010
1237,1274.243367,16260,2010
1238,1267.925602,17064.40522,2010
1240,1261.337558,19726.15634,2010
1242,1290.25474,17462.5,2010
1243,1319.983667,15360,2010
1247,1356.60485,20150,2010
1248,1463.316558,23455,2010
1249,1469.676161,22965,2010
1250,1473.419291,22445,2010
1251,1478.232804,21345,2010
1252,1361.378194,24455,2010
1255,1453.628122,26995,2010
1257,1697,25945,2010
1258,1612.389676,39872.35294,2010
1259,1512.174496,24995,2010
1261,1427.488034,21045,2010
1262,1539.035602,20494,2010
1263,1531.02862,28300,2010
1264,1591.844935,30663.74677,2010
1265,1591.844935,30517.72152,2010
1266,1730.819824,25640,2010
1267,1753.851435,26517.77778,2010
1268,1575.394298,32762.41344,2010
1269,1657.659808,35144.38416,2010
